Isolate_Id,HA Segment_Id,Isolate_Name,Subtype,Host,Collection_Date
EPI_ISL_210599,EPI707129|A/chicken/Jiangsu/J3829/2014,A_chicken_Jiangsu_J3829_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210598,EPI707128|A/chicken/Jiangsu/J3827/2014,A_chicken_Jiangsu_J3827_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210597,EPI707127|A/chicken/Jiangsu/J3825/2014,A_chicken_Jiangsu_J3825_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210596,EPI707126|A/chicken/Jiangsu/J3824/2014,A_chicken_Jiangsu_J3824_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210595,EPI707125|A/chicken/Jiangsu/J3823/2014,A_chicken_Jiangsu_J3823_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210594,EPI707124|A/chicken/Jiangsu/J3822/2014,A_chicken_Jiangsu_J3822_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210593,EPI707123|A/chicken/Jiangsu/J3821/2014,A_chicken_Jiangsu_J3821_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210592,EPI707122|A/chicken/Jiangsu/J3820/2014,A_chicken_Jiangsu_J3820_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210591,EPI707121|A/chicken/Jiangsu/J3819/2014,A_chicken_Jiangsu_J3819_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210590,EPI707120|A/chicken/Jiangsu/J3818/2014,A_chicken_Jiangsu_J3818_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210589,EPI707119|A/chicken/Jiangsu/J3812/2014,A_chicken_Jiangsu_J3812_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210588,EPI707118|A/chicken/Jiangsu/J3750/2014,A_chicken_Jiangsu_J3750_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210587,EPI707117|A/chicken/Jiangsu/J3730/2014,A_chicken_Jiangsu_J3730_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210586,EPI707116|A/chicken/Jiangsu/J3728/2014,A_chicken_Jiangsu_J3728_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210585,EPI707115|A/chicken/Jiangsu/J3727/2014,A_chicken_Jiangsu_J3727_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210584,EPI707114|A/chicken/Jiangsu/J3600/2014,A_chicken_Jiangsu_J3600_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210583,EPI707113|A/chicken/Jiangsu/J3599/2014,A_chicken_Jiangsu_J3599_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210582,EPI707112|A/chicken/Jiangsu/J3598/2014,A_chicken_Jiangsu_J3598_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210581,EPI707111|A/chicken/Jiangsu/J3597/2014,A_chicken_Jiangsu_J3597_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210580,EPI707110|A/chicken/Jiangsu/J3596/2014,A_chicken_Jiangsu_J3596_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210578,EPI707108|A/chicken/Jiangsu/J3594/2014,A_chicken_Jiangsu_J3594_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210577,EPI707107|A/chicken/Jiangsu/J3593/2014,A_chicken_Jiangsu_J3593_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210576,EPI707106|A/chicken/Jiangsu/J3592/2014,A_chicken_Jiangsu_J3592_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210574,EPI707104|A/chicken/Jiangsu/J3590/2014,A_chicken_Jiangsu_J3590_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210572,EPI707102|A/chicken/Jiangsu/J3588/2014,A_chicken_Jiangsu_J3588_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210571,EPI707101|A/chicken/Jiangsu/J3587/2014,A_chicken_Jiangsu_J3587_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210569,EPI707099|A/chicken/Jiangsu/J3584/2014,A_chicken_Jiangsu_J3584_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210567,EPI707097|A/chicken/Jiangsu/J3582/2014,A_chicken_Jiangsu_J3582_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210565,EPI707095|A/chicken/Jiangsu/J3580/2014,A_chicken_Jiangsu_J3580_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210564,EPI707094|A/chicken/Jiangsu/J3579/2014,A_chicken_Jiangsu_J3579_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210563,EPI707093|A/chicken/Jiangsu/J3578/2014,A_chicken_Jiangsu_J3578_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210562,EPI707092|A/chicken/Jiangsu/J3577/2014,A_chicken_Jiangsu_J3577_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210561,EPI707091|A/chicken/Jiangsu/J3576/2014,A_chicken_Jiangsu_J3576_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210560,EPI707090|A/chicken/Jiangsu/J3574/2014,A_chicken_Jiangsu_J3574_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210559,EPI707089|A/chicken/Jiangsu/J3573/2014,A_chicken_Jiangsu_J3573_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210558,EPI707088|A/chicken/Jiangsu/J3572/2014,A_chicken_Jiangsu_J3572_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210556,EPI707086|A/chicken/Jiangsu/J3540/2014,A_chicken_Jiangsu_J3540_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210555,EPI707085|A/chicken/Shanghai/S3083/2014,A_chicken_Shanghai_S3083_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210554,EPI707084|A/chicken/Shanghai/S3081/2014,A_chicken_Shanghai_S3081_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210553,EPI707083|A/chicken/Shanghai/S3080/2014,A_chicken_Shanghai_S3080_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210552,EPI707082|A/chicken/Shanghai/S3079/2014,A_chicken_Shanghai_S3079_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210551,EPI707081|A/chicken/Shanghai/S3077/2014,A_chicken_Shanghai_S3077_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210550,EPI707080|A/chicken/Shanghai/S3076/2014,A_chicken_Shanghai_S3076_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210549,EPI707079|A/chicken/Shanghai/S3074/2014,A_chicken_Shanghai_S3074_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210547,EPI707077|A/chicken/Shanghai/S3070/2014,A_chicken_Shanghai_S3070_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210546,EPI707076|A/chicken/Shanghai/S3068/2014,A_chicken_Shanghai_S3068_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210545,EPI707075|A/chicken/Shanghai/S3066/2014,A_chicken_Shanghai_S3066_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210544,EPI707074|A/chicken/Shanghai/S3062/2014,A_chicken_Shanghai_S3062_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210542,EPI707072|A/chicken/Shanghai/S3056/2014,A_chicken_Shanghai_S3056_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210537,EPI707067|A/chicken/Shanghai/S3049/2014,A_chicken_Shanghai_S3049_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210536,EPI707066|A/chicken/Shanghai/S3046/2014,A_chicken_Shanghai_S3046_2014,A_/_H9,Chicken,2014-11-06
EPI_ISL_210923,EPI707453|A/goose/Anhui/A2956/2014,A_goose_Anhui_A2956_2014,A_/_H9,Goose,2014-09-16
EPI_ISL_210922,EPI707452|A/goose/Anhui/A2923/2014,A_goose_Anhui_A2923_2014,A_/_H9,Goose,2014-09-16
EPI_ISL_210921,EPI707451|A/goose/Anhui/A2510/2014,A_goose_Anhui_A2510_2014,A_/_H9,Goose,2014-09-16
EPI_ISL_210920,EPI707450|A/goose/Anhui/A2208/2014,A_goose_Anhui_A2208_2014,A_/_H9,Goose,2014-09-16
EPI_ISL_211159,EPI707689|A/chicken/Guangdong/G2461/2014,A_chicken_Guangdong_G2461_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211158,EPI707688|A/chicken/Guangdong/G2460/2014,A_chicken_Guangdong_G2460_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211157,EPI707687|A/chicken/Guangdong/G2459/2014,A_chicken_Guangdong_G2459_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211156,EPI707686|A/chicken/Guangdong/G2458/2014,A_chicken_Guangdong_G2458_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211155,EPI707685|A/chicken/Jiangsu/J2720/2014,A_chicken_Jiangsu_J2720_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211153,EPI707683|A/chicken/Jiangsu/J2718/2014,A_chicken_Jiangsu_J2718_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211151,EPI707681|A/chicken/Jiangsu/J2712/2014,A_chicken_Jiangsu_J2712_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211150,EPI707680|A/chicken/Jiangsu/J2708/2014,A_chicken_Jiangsu_J2708_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211148,EPI707678|A/chicken/Jiangsu/J2705/2014,A_chicken_Jiangsu_J2705_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211147,EPI707677|A/chicken/Jiangsu/J2699/2014,A_chicken_Jiangsu_J2699_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211146,EPI707676|A/chicken/Jiangsu/J2698/2014,A_chicken_Jiangsu_J2698_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211145,EPI707675|A/chicken/Jiangsu/J2693/2014,A_chicken_Jiangsu_J2693_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211142,EPI707672|A/chicken/Jiangsu/J2629/2014,A_chicken_Jiangsu_J2629_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211141,EPI707671|A/chicken/Jiangsu/J2575/2014,A_chicken_Jiangsu_J2575_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211136,EPI707666|A/chicken/Guangdong/G2927/2014,A_chicken_Guangdong_G2927_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211135,EPI707665|A/chicken/Guangdong/G2923/2014,A_chicken_Guangdong_G2923_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211134,EPI707664|A/chicken/Guangdong/G2900/2014,A_chicken_Guangdong_G2900_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211133,EPI707663|A/chicken/Guangdong/G2892/2014,A_chicken_Guangdong_G2892_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211132,EPI707662|A/chicken/Guangdong/G2891/2014,A_chicken_Guangdong_G2891_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211131,EPI707661|A/chicken/Guangdong/G2887/2014,A_chicken_Guangdong_G2887_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211130,EPI707660|A/chicken/Guangdong/G2880/2014,A_chicken_Guangdong_G2880_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211129,EPI707659|A/chicken/Guangdong/G2876/2014,A_chicken_Guangdong_G2876_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211128,EPI707658|A/chicken/Guangdong/G2870/2014,A_chicken_Guangdong_G2870_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211127,EPI707657|A/chicken/Guangdong/G2865/2014,A_chicken_Guangdong_G2865_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211126,EPI707656|A/chicken/Guangdong/G2857/2014,A_chicken_Guangdong_G2857_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211125,EPI707655|A/chicken/Guangdong/G2750/2014,A_chicken_Guangdong_G2750_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211124,EPI707654|A/chicken/Guangdong/G2746/2014,A_chicken_Guangdong_G2746_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211123,EPI707653|A/chicken/Guangdong/G2743/2014,A_chicken_Guangdong_G2743_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211122,EPI707652|A/chicken/Guangdong/G2740/2014,A_chicken_Guangdong_G2740_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211121,EPI707651|A/chicken/Guangdong/G2737/2014,A_chicken_Guangdong_G2737_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211120,EPI707650|A/chicken/Guangdong/G2734/2014,A_chicken_Guangdong_G2734_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211119,EPI707649|A/chicken/Guangdong/G2733/2014,A_chicken_Guangdong_G2733_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211118,EPI707648|A/chicken/Guangdong/G2730/2014,A_chicken_Guangdong_G2730_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211117,EPI707647|A/chicken/Guangdong/G2728/2014,A_chicken_Guangdong_G2728_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211116,EPI707646|A/chicken/Guangdong/G2725/2014,A_chicken_Guangdong_G2725_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211115,EPI707645|A/chicken/Guangdong/G2724/2014,A_chicken_Guangdong_G2724_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211114,EPI707644|A/chicken/Guangdong/G2569/2014,A_chicken_Guangdong_G2569_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211113,EPI707643|A/chicken/Guangdong/G2568/2014,A_chicken_Guangdong_G2568_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211112,EPI707642|A/chicken/Guangdong/G2567/2014,A_chicken_Guangdong_G2567_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211111,EPI707641|A/chicken/Guangdong/G2564/2014,A_chicken_Guangdong_G2564_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211110,EPI707640|A/chicken/Guangdong/G2563/2014,A_chicken_Guangdong_G2563_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211109,EPI707639|A/chicken/Guangdong/G2561/2014,A_chicken_Guangdong_G2561_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211108,EPI707638|A/chicken/Guangdong/G2559/2014,A_chicken_Guangdong_G2559_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211107,EPI707637|A/chicken/Guangdong/G2556/2014,A_chicken_Guangdong_G2556_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211106,EPI707636|A/chicken/Guangdong/G2555/2014,A_chicken_Guangdong_G2555_2014,A_/_H9,Chicken,2014-08-26
EPI_ISL_211105,EPI707635|A/chicken/Shanghai/S2171/2014,A_chicken_Shanghai_S2171_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211104,EPI707634|A/chicken/Shanghai/S2170/2014,A_chicken_Shanghai_S2170_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211103,EPI707633|A/chicken/Shanghai/S2168/2014,A_chicken_Shanghai_S2168_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211102,EPI707632|A/chicken/Shanghai/S2089/2014,A_chicken_Shanghai_S2089_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211100,EPI707630|A/chicken/Shanghai/S2070/2014,A_chicken_Shanghai_S2070_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211099,EPI707629|A/chicken/Shanghai/S2063/2014,A_chicken_Shanghai_S2063_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211098,EPI707628|A/chicken/Shanghai/S2062/2014,A_chicken_Shanghai_S2062_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211097,EPI707627|A/chicken/Shanghai/S2061/2014,A_chicken_Shanghai_S2061_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211096,EPI707626|A/chicken/Shanghai/S2060/2014,A_chicken_Shanghai_S2060_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211095,EPI707625|A/chicken/Shanghai/S2057/2014,A_chicken_Shanghai_S2057_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211094,EPI707624|A/chicken/Shanghai/S2051/2014,A_chicken_Shanghai_S2051_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211093,EPI707623|A/chicken/Shanghai/S2050/2014,A_chicken_Shanghai_S2050_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211092,EPI707622|A/chicken/Shanghai/S2048/2014,A_chicken_Shanghai_S2048_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211091,EPI707621|A/chicken/Jiangsu/J2924/2014,A_chicken_Jiangsu_J2924_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211089,EPI707619|A/chicken/Jiangsu/J2916/2014,A_chicken_Jiangsu_J2916_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211087,EPI707617|A/chicken/Jiangsu/J2906/2014,A_chicken_Jiangsu_J2906_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211086,EPI707616|A/chicken/Jiangsu/J2810/2014,A_chicken_Jiangsu_J2810_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211084,EPI707614|A/chicken/Jiangsu/J2808/2014,A_chicken_Jiangsu_J2808_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211083,EPI707613|A/chicken/Jiangsu/J2807/2014,A_chicken_Jiangsu_J2807_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211082,EPI707612|A/chicken/Jiangsu/J2806/2014,A_chicken_Jiangsu_J2806_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211081,EPI707611|A/chicken/Jiangsu/J2805/2014,A_chicken_Jiangsu_J2805_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211080,EPI707610|A/chicken/Jiangsu/J2803/2014,A_chicken_Jiangsu_J2803_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211078,EPI707608|A/chicken/Jiangsu/J2801/2014,A_chicken_Jiangsu_J2801_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211076,EPI707606|A/chicken/Jiangsu/J2799/2014,A_chicken_Jiangsu_J2799_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211073,EPI707603|A/chicken/Jiangsu/J2796/2014,A_chicken_Jiangsu_J2796_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211071,EPI707601|A/chicken/Jiangsu/J2794/2014,A_chicken_Jiangsu_J2794_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211069,EPI707599|A/chicken/Jiangsu/J2792/2014,A_chicken_Jiangsu_J2792_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211067,EPI707597|A/chicken/Jiangsu/J2790/2014,A_chicken_Jiangsu_J2790_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211063,EPI707593|A/chicken/Jiangsu/J2786/2014,A_chicken_Jiangsu_J2786_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211062,EPI707592|A/chicken/Jiangsu/J2785/2014,A_chicken_Jiangsu_J2785_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211059,EPI707589|A/chicken/Jiangsu/J2779/2014,A_chicken_Jiangsu_J2779_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211057,EPI707587|A/chicken/Jiangsu/J2774/2014,A_chicken_Jiangsu_J2774_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211056,EPI707586|A/chicken/Jiangsu/J2767/2014,A_chicken_Jiangsu_J2767_2014,A_/_H9,Chicken,2014-08-19
EPI_ISL_211055,EPI707585|A/chicken/Shanghai/S2360/2014,A_chicken_Shanghai_S2360_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211054,EPI707584|A/chicken/Shanghai/S2359/2014,A_chicken_Shanghai_S2359_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211053,EPI707583|A/chicken/Shanghai/S2358/2014,A_chicken_Shanghai_S2358_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211052,EPI707582|A/chicken/Shanghai/S2354/2014,A_chicken_Shanghai_S2354_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211051,EPI707581|A/chicken/Shanghai/S2353/2014,A_chicken_Shanghai_S2353_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211050,EPI707580|A/chicken/Shanghai/S2349/2014,A_chicken_Shanghai_S2349_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211049,EPI707579|A/chicken/Shanghai/S2348/2014,A_chicken_Shanghai_S2348_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211048,EPI707578|A/chicken/Shanghai/S2347/2014,A_chicken_Shanghai_S2347_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211047,EPI707577|A/chicken/Shanghai/S2346/2014,A_chicken_Shanghai_S2346_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211046,EPI707576|A/chicken/Shanghai/S2345/2014,A_chicken_Shanghai_S2345_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211045,EPI707575|A/chicken/Shanghai/S2344/2014,A_chicken_Shanghai_S2344_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211044,EPI707574|A/chicken/Shanghai/S2340/2014,A_chicken_Shanghai_S2340_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211043,EPI707573|A/chicken/Shanghai/S2337/2014,A_chicken_Shanghai_S2337_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211042,EPI707572|A/chicken/Shanghai/S2336/2014,A_chicken_Shanghai_S2336_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211041,EPI707571|A/chicken/Shanghai/S2334/2014,A_chicken_Shanghai_S2334_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211040,EPI707570|A/chicken/Shanghai/S2331/2014,A_chicken_Shanghai_S2331_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211039,EPI707569|A/chicken/Shanghai/S2330/2014,A_chicken_Shanghai_S2330_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211038,EPI707568|A/chicken/Shanghai/S2312/2014,A_chicken_Shanghai_S2312_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211037,EPI707567|A/chicken/Shanghai/S2309/2014,A_chicken_Shanghai_S2309_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211036,EPI707566|A/chicken/Shanghai/S2308/2014,A_chicken_Shanghai_S2308_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211035,EPI707565|A/chicken/Shanghai/S2307/2014,A_chicken_Shanghai_S2307_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211034,EPI707564|A/chicken/Shanghai/S2306/2014,A_chicken_Shanghai_S2306_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211033,EPI707563|A/chicken/Shanghai/S2305/2014,A_chicken_Shanghai_S2305_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211032,EPI707562|A/chicken/Shanghai/S2302/2014,A_chicken_Shanghai_S2302_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211031,EPI707561|A/chicken/Shanghai/S2301/2014,A_chicken_Shanghai_S2301_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211030,EPI707560|A/chicken/Shanghai/S2270/2014,A_chicken_Shanghai_S2270_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211029,EPI707559|A/chicken/Shanghai/S2268/2014,A_chicken_Shanghai_S2268_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211028,EPI707558|A/chicken/Shanghai/S2266/2014,A_chicken_Shanghai_S2266_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211027,EPI707557|A/chicken/Shanghai/S2257/2014,A_chicken_Shanghai_S2257_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211026,EPI707556|A/chicken/Shanghai/S2255/2014,A_chicken_Shanghai_S2255_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211025,EPI707555|A/chicken/Shanghai/S2244/2014,A_chicken_Shanghai_S2244_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211024,EPI707554|A/chicken/Shanghai/S2242/2014,A_chicken_Shanghai_S2242_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211023,EPI707553|A/chicken/Shanghai/S2238/2014,A_chicken_Shanghai_S2238_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211022,EPI707552|A/chicken/Shanghai/S2230/2014,A_chicken_Shanghai_S2230_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211021,EPI707551|A/chicken/Shanghai/S2227/2014,A_chicken_Shanghai_S2227_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211020,EPI707550|A/chicken/Shanghai/S2224/2014,A_chicken_Shanghai_S2224_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211019,EPI707549|A/chicken/Shanghai/S2209/2014,A_chicken_Shanghai_S2209_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211018,EPI707548|A/chicken/Shanghai/S2208/2014,A_chicken_Shanghai_S2208_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211017,EPI707547|A/chicken/Shanghai/S2207/2014,A_chicken_Shanghai_S2207_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211016,EPI707546|A/chicken/Shanghai/S2206/2014,A_chicken_Shanghai_S2206_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211015,EPI707545|A/chicken/Shanghai/S2205/2014,A_chicken_Shanghai_S2205_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211014,EPI707544|A/chicken/Shanghai/S2203/2014,A_chicken_Shanghai_S2203_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211013,EPI707543|A/chicken/Shanghai/S2202/2014,A_chicken_Shanghai_S2202_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211012,EPI707542|A/chicken/Shanghai/S2201/2014,A_chicken_Shanghai_S2201_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211011,EPI707541|A/chicken/Shanghai/S2195/2014,A_chicken_Shanghai_S2195_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211010,EPI707540|A/chicken/Shanghai/S2192/2014,A_chicken_Shanghai_S2192_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211009,EPI707539|A/chicken/Shanghai/S2189/2014,A_chicken_Shanghai_S2189_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211008,EPI707538|A/chicken/Shanghai/S2186/2014,A_chicken_Shanghai_S2186_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211007,EPI707537|A/chicken/Shanghai/S2182/2014,A_chicken_Shanghai_S2182_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211006,EPI707536|A/chicken/Shanghai/S2181/2014,A_chicken_Shanghai_S2181_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211005,EPI707535|A/chicken/Shanghai/S2705/2014,A_chicken_Shanghai_S2705_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211004,EPI707534|A/chicken/Shanghai/S2704/2014,A_chicken_Shanghai_S2704_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211003,EPI707533|A/chicken/Shanghai/S2702/2014,A_chicken_Shanghai_S2702_2014,A_/_H9,Chicken,2014-09-02
EPI_ISL_211002,EPI707532|A/chicken/Shanghai/S2700/2014,A_chicken_Shanghai_S2700_2014,A_/_H9,Chicken,2014-09-02
